Date,Open,High,Low,Close,Adj Close,Volume
1/2/2013,39.59999847,39.95999908,35.45999908,35.72999954,29.05379105,244000
1/3/2013,35.40000153,36.27000046,33.68999863,34.31999969,27.90724564,175601
1/4/2013,34.5,34.61999893,29.12999916,31.70999908,25.7849369,439500
1/5/2013,31.13999939,33.27000046,30.45000076,30.71999931,24.97991753,323932
1/6/2013,30.98999977,31.20000076,25.37999916,25.95000076,21.1012001,310967
1/7/2013,26.43000031,28.35000038,25.11000061,26.06999969,21.19878197,271734
1/8/2013,26.37000084,29.15999985,25.68000031,27.20999908,22.12576675,190566
1/9/2013,28.59000015,30.89999962,27.80999947,28.68000031,23.32109642,203268
1/10/2013,28.5,30.36000061,27.62999916,29.25,23.78458977,171202
1/11/2013,29.37000084,29.63999939,26.45999908,26.76000023,21.75985146,137735
1/12/2013,26.76000023,28.13999939,25.64999962,28.11000061,22.85759926,271667
1/1/2014,28.26000023,28.62000084,26.39999962,26.57999992,21.77086449,199832
1/2/2014,26.54999924,29.30999947,26.10000038,28.53000069,23.36804962,143368
1/3/2014,28.46999931,29.52000046,25.62000084,27.36000061,22.40973663,309165
1/4/2014,27.56999969,28.46999931,27.14999962,27.95999908,22.90117645,227599
1/5/2014,27.98999977,30.23999977,27.54000092,29.72999954,24.35093117,279867
1/6/2014,30.12000084,30.75,28.95000076,30.51000023,24.98980331,143700
1/7/2014,30.69000053,33.63000107,30.45000076,32.04000092,26.24297905,319568
1/8/2014,31.73999977,33.15000153,30.20999908,30.38999939,24.89151955,354434
1/9/2014,30.09000015,30.71999931,26.81999969,26.85000038,21.99201012,281867
1/10/2014,26.90999985,26.90999985,24.27000046,24.84000015,20.34568405,272897
1/11/2014,24.69000053,25.88999939,23.67000008,23.87999916,19.55937576,142234
1/12/2014,23.52000046,23.52000046,20.54999924,22.07999992,18.08504868,314633
1/1/2015,22.13999939,22.40999985,18.03000069,18.29999924,15.34140682,340164
1/2/2015,18.45000076,21.65999985,18.42000008,21.65999985,18.15818977,275002
1/3/2015,21.62999916,21.80999947,18.89999962,20.34000015,17.0515995,192998
1/4/2015,20.28000069,24.05999947,20.28000069,23.96999931,20.09472656,306668
1/5/2015,24.14999962,24.78000069,21.78000069,21.84000015,18.30908203,276834
1/6/2015,21.89999962,22.62000084,20.57999992,20.61000061,17.27794266,149600
1/7/2015,20.52000046,20.67000008,16.44000053,16.82999992,14.1090641,312068
1/8/2015,16.64999962,17.06999969,12.65999985,15.56999969,13.05277061,549800
1/9/2015,15.06000042,15.93000031,12.27000046,12.72000027,10.66353798,432266
1/10/2015,13.17000008,17.25,12.86999989,15.11999989,12.6755228,359167
1/11/2015,15.23999977,15.89999962,12.35000038,12.61999989,10.57970142,501999
1/12/2015,12.69999981,12.92000008,11.01000023,11.81000042,9.900657654,1322900
1/1/2016,11.64000034,11.64000034,8.659999847,10.01000023,8.491150856,905800
1/2/2016,9.850000381,12.44999981,9.460000038,11.92000008,10.11133957,816600
1/3/2016,12.27999973,15.43000031,12.01000023,14.10999966,11.96904373,881900
1/4/2016,13.92000008,17.19000053,12.60000038,17.19000053,14.58170414,603900
1/5/2016,17.25,17.54000092,14.14999962,14.51000023,12.30834961,461000
1/6/2016,14.28999996,16.10000038,14.02999973,15.40999985,13.07179165,590300
1/7/2016,15.43000031,17.44000053,15.31000042,17.39999962,14.75983906,493100
1/8/2016,17.02000046,17.73999977,15.77999973,15.85000038,13.44502735,467700
1/9/2016,15.72000027,16.95999908,15.52999973,16.78000069,14.23391438,264500
1/10/2016,16.94000053,17.54000092,16.15999985,17.54000092,14.87859821,141800
1/11/2016,17.44000053,22.19000053,17.26000023,21.26000023,18.03415108,1441400
1/12/2016,21.20999908,23.37999916,19.87999916,20,16.96533775,1287200
1/1/2017,20.19000053,24.98999977,20.03000069,24.69000053,21.06732559,1002600
1/2/2017,24.89999962,26.46999931,23.42000008,23.44000053,20.00073242,1549100
1/3/2017,23.80999947,24.53000069,21.39999962,22.43000031,19.13892746,1566300
1/4/2017,22.43000031,23.48999977,20.28000069,21.38999939,18.25152016,771300
1/5/2017,21.20999908,21.62999916,19.38999939,20.20999908,17.24465942,878200
1/6/2017,20.13999939,21.09000015,19.28000069,20.97999954,17.9016819,420000
1/7/2017,20.86000061,25.19000053,20.67000008,25.13999939,21.45129585,790500
1/8/2017,25.19000053,26.53000069,23.52000046,26.47999954,22.5946846,1622000
1/9/2017,26.78000069,27.29000092,24,24.85000038,21.20384598,1041000
1/10/2017,24.82999992,27.38999939,24.82999992,25.59000015,21.83526993,1664300
1/11/2017,26,26.54000092,24.40999985,24.44000053,20.85400581,847300
1/12/2017,24.48999977,27.67000008,23.51000023,27.35000038,23.33703423,1249100
