Date,Open,High,Low,Close,Adj Close,Volume
1/2/2013,27.65500069,28.14999962,27.42499924,27.90999985,23.72348213,614000
1/3/2013,27.82500076,29.12000084,27.82500076,29.07999992,24.71798325,454000
1/4/2013,29.09499931,29.68499947,28.53499985,29.63999939,25.27545929,350400
1/5/2013,29.56999969,31.54000092,29.43499947,30.61000061,26.10261536,564000
1/6/2013,30.68000031,31.04500008,29.37000084,30.17499924,25.7316761,642000
1/7/2013,30.36000061,31.72500038,30.17000008,31.46999931,26.92736816,405600
1/8/2013,31.79500008,32.07500076,30.45499992,30.56500053,26.15299416,503800
1/9/2013,30.82500076,32.41999817,30.54999924,31.48500061,26.94020462,439000
1/10/2013,31.56999969,33.22000122,30.83499908,32.97499847,28.31977081,714800
1/11/2013,33.04999924,33.86500168,32.61000061,33.81000137,29.03690338,520400
1/12/2013,33.75999832,34.57500076,33.08499908,34.54999924,29.67243195,1695400
1/1/2014,34.5,34.61999893,33.18999863,33.50500107,28.88120461,742400
1/2/2014,33.47499847,35.31000137,32.65000153,35.09000015,30.24747276,593800
1/3/2014,34.88499832,35.60499954,34.53499985,35.11999893,30.2733345,746600
1/4/2014,35.29499817,35.63000107,34.06000137,35.07500076,30.3245697,938800
1/5/2014,35.08499908,35.99000168,34.81000137,35.99000168,31.11563301,862200
1/6/2014,36.09500122,36.70000076,35.875,36.55500031,31.60411644,489800
1/7/2014,36.71500015,37.17499924,36.13499832,36.18000031,31.3745327,520200
1/8/2014,36.14500046,37.50999832,35.65000153,37.45999908,32.4845314,597600
1/9/2014,37.53499985,37.72499847,36.44499969,36.68999863,31.81680107,492000
1/10/2014,36.70000076,37.66500092,33.90499878,37.52500153,32.64742279,1352000
1/11/2014,37.63499832,38.67499924,37.38000107,38.52999878,33.52178574,460600
1/12/2014,38.72499847,39,36.90000153,38.29499817,33.31732559,1118800
1/1/2015,38.38000107,38.54499817,37.06499863,37.07500076,32.3789978,1165800
1/2/2015,37.29000092,39.31999969,36.90000153,39.11000061,34.15625,915800
1/3/2015,39.04000092,39.49499893,37.98500061,38.61999893,33.72831726,1032600
1/4/2015,38.58499908,39.32500076,38.27000046,38.52000046,33.74584579,794600
1/5/2015,38.78499985,39.55500031,38.34500122,39.04499817,34.20576477,754600
1/6/2015,39.20000076,39.45000076,37.93999863,38.03499985,33.32094193,976800
1/7/2015,38.31999969,39.31999969,37.79999924,38.875,34.164608,797000
1/8/2015,38.90499878,39.06499863,25.21999931,36.50999832,32.08616638,1131000
1/9/2015,36.08000183,37.5,34.66999817,35.47499847,31.17657471,1052000
1/10/2015,35.48500061,38.81999969,34.99000168,38.58499908,34.04164124,942400
1/11/2015,38.63000107,39.22999954,37.43000031,38.65000153,34.09899139,1203200
1/12/2015,38.77999878,39.07500076,37.11000061,37.85499954,33.3976059,2531000
1/1/2016,37.39500046,37.40999985,33.49499893,35.88999939,31.80426025,1907800
1/2/2016,35.79499817,36.30500031,33.58499908,35.75,31.68020248,1091400
1/3/2016,36.09999847,38.52000046,36.02000046,38.27500153,33.91775131,1072400
1/4/2016,38.01499939,39.38000107,37.93500137,38.27000046,33.913311,939800
1/5/2016,38.36000061,38.95000076,37.42499924,38.86500168,34.44058609,1881600
1/6/2016,38.75,39.29999924,36.61000061,38.67499924,34.27220917,1048200
1/7/2016,38.61000061,40.29999924,38.29000092,40.27000046,35.8074646,1144600
1/8/2016,40.25500107,40.86999893,39.79999924,40.45000076,35.9675293,1007200
1/9/2016,40.41999817,40.79499817,39.41500092,40.25500107,35.79413223,1528800
1/10/2016,40.22499847,40.22499847,39.08499908,39.21500015,34.98363495,1452600
1/11/2016,39.34500122,41.03499985,38.57500076,40.75500107,36.35746002,1893800
1/12/2016,40.84000015,42.18500137,40.41500092,41.18999863,36.74552155,2555000
1/1/2017,41.44499969,42.54000092,41.30500031,42.07500076,37.70608902,1976600
1/2/2017,42.16500092,43.59500122,41.84999847,43.38999939,38.88455582,1204000
1/3/2017,43.75,44.05500031,42.58499908,43.38000107,38.87558746,1940000
1/4/2017,43.39500046,44.22000122,42.83499908,44.02999878,39.58514786,928000
1/5/2017,44.09999847,44.67499924,43.38000107,44.59999847,40.09758759,1304600
1/6/2017,44.67499924,45.43000031,44.31499863,44.65999985,40.15154266,1358600
1/7/2017,44.84500122,45.86500168,44.29000092,45.68000031,41.19033432,1577400
1/8/2017,45.78499985,45.79000092,44.42499924,45.52999878,41.05507278,3459400
1/9/2017,45.67499924,46.45000076,45.13499832,46.42499924,41.86210251,1288600
1/10/2017,46.49499893,47.77000046,46.49499893,47.59999847,43.08279037,1126800
1/11/2017,47.76499939,48.93999863,47.20500183,48.77500153,44.14629745,1667400
1/12/2017,48.61999893,49.59000015,47.97000122,49.11999893,44.45856094,2270800
1/1/2018,49.35499954,53.08000183,49.22999954,52.06499863,47.29835892,2355000
1/2/2018,51.875,52.31999969,46.75,50.02999878,45.44966888,3190000
1/3/2018,50.09500122,52.00500107,47.80500031,48.86000061,44.38678741,1782000
1/4/2018,48.68999863,50.38000107,47.18000031,49.125,44.75006485,2401800
1/5/2018,49.02500153,50.90000153,48.03499985,50.36999893,45.88417816,2053000
1/6/2018,50.65999985,52.09000015,49.89500046,50.47000122,45.97528839,2272200
1/7/2018,50.14500046,53.11500168,50.13000107,52.18000031,47.73207092,2331800
1/8/2018,52.13499832,53.76499939,51.68999863,53.40499878,48.85264587,1660200
1/9/2018,53.29999924,54.04999924,52.45000076,53.39500046,48.84349823,1699200
1/10/2018,53.61000061,53.79499817,47.21500015,49.27500153,45.23604965,2404000
1/11/2018,49.41999817,51.28499985,48.33499908,50.90499878,46.73242569,3418200
1/12/2018,51.63499832,51.72000122,43.58000183,46.5,42.68850708,7177600
1/1/2019,45.77500153,50.36500168,45.33499908,50.29999924,46.38605881,4943400
1/2/2019,50.32500076,52.57500076,50.08000183,52.02500153,47.97682953,3032600
1/3/2019,52.38499832,53.125,50.83499908,52.74000168,48.63618851,2769800
1/4/2019,53.13499832,55.04999924,53.09999847,54.88999939,50.82673645,1909400
1/5/2019,54.95500183,54.95500183,51.375,51.41500092,47.60896301,2360200
1/6/2019,51.36000061,55.18000031,50.86000061,54.68000031,50.632267,2039200
1/7/2019,55.31499863,56.70500183,54.91999817,55.74499893,51.79473877,1686600
1/8/2019,55.80500031,56.5,52.875,54.75500107,50.87490082,2319200
